sample_name,include,habitat_depth_level1,habitat_act_collection,observed_otus,shannon,chao1,ph_cells_per_g_log,PD_whole_tree,goods_coverage,ph_cells_per_g,ph_cells_per_g_log,ph_cells_per_mg,ph_extrapolated_cells_per_60ul_total,ph_extrapolated_cells_per_extra_ln,ph_extrapolated_cells_per_pcr_total,ph_log_reads,ph_r1150,ph_reads_per_mg,ph_total_reads,altitude,anonymized_name,bile_sample,biomass_even,biomass_quartile,climate,collection_substrate,collection_timestamp,collection_year,common_name,condition_factor,conservation_status,control,control_2,control_cell_into_extraction,control_org,depth_high_range_m,depth_low_range_m,depth_m,description,diet,diet_reference,dist_to_dorsal_cm,distance_from_shore_m,distance_from_shore_m_log,dna_extracted,dnaplate_column,dnaplate_row,dnaplate_well_id,elevation,empo_1,empo_2,empo_3,env,env0,env_biome,env_feature,env_material,env_package,evo_distanceto_mackerel_median_mya,evo_timetree_species_name,extraction_cleanup,extraction_date,extraction_lot,extraction_mass_g,extraction_notes,extraction_notes_gill,extraction_plate_name,fish_collection_method,fl_cm,fmp_number,gamma_include,gape_cm,general_location,geo_loc_name,gi_cm,hab_notes,hab_sum,habitat_act_collection,habitat_be,habitat_cp,habitat_depth_level1,habitat_depth_level2,habitat_drf,habitat_dslp,habitat_is,habitat_kbrf,habitat_mdrf,habitat_ms,habitat_os,habitat_p,habitat_ref,habitat_rit,habitat_rst,habitat_sslp,habitat_sz,host_age,host_age_units,host_body_habitat,host_body_mass_index,host_body_product,host_body_site,host_common_name,host_common_name_,host_height,host_height_units,host_life_stage,host_scientific_name,host_subject_id,host_taxid,host_weight,host_weight_units,include_st,latitude,longitude,mass_g,mass_g_log,max_age,max_kg_grams,max_tl_cm,method_gear,month,name,notes,notes_on_dissection,num_order,number_db,ocean_basin,p_class,p_fam_common,p_family,p_genus,p_genus_species,p_order,pcr_order,physical_specimen_location,physical_specimen_remaining,prey_annelids,prey_arthropods,prey_echinoderms,prey_invertebrate,prey_large_fish,prey_mollusks,prey_phytoplankton_algae,prey_shark_marine_mammal,prey_small_fish,prey_zooplankton,primer_plate,qiita_study_id,radii,ratio_dorsal_to_tl,ratio_gape_to_tl,ratio_gi_to_tl,reproductive_process,salinity_tolerance,salinity_tolerance_migration,sample_type,sample_type_2,sample_type_descriptive,sample_types,scientific_name,sd_or_la,season,sex,sjbg_gill,sjbg_gill_direction,sjbg_gill_number,sjbg_gill_orientation,sjbg_gill_sample,sjbg_gill_tissue,sjbg_gill_type,sourcesink,substrata_collection,substrata_group,swim_acceleration,swim_endurance,swim_mode,swim_performance,taxon_id,title,title_fmp_core,tl_cm,trophic,trophic_likely,type_habitat_nonbay_bol,total_reads,log_total_reads,estimated_biomass_per_pcrrxn,estimated_biomass_per_dnarxn,estimated_cells_per_g,log_estimated_cells_per_g
13414.103.g,1,shallow,CP,75,1.840214241,75.18181818,3.994420701,11.84423916,0.999397862,10921,4.038262407,11,3070,2.407950465,256,3.822691011,1,23650,6648,Not applicable,103.g,FALSE,2,2,subtropical,soft bottom,8/28/20,2020,chub mackerel,0.7549,LC,0,0,,0,300,0,1,103.g,"copepods, crustaceans, squid",fishbase.org,6.1,245,2.389166084,TRUE,2,g,g2,0,Host-associated,Animal,Animal corpus,103g,gill,marine biome,animal-associated habitat,organic material,host-associated,0,Scomber japonicus,clearmag beads KF,9/14/20,PS16L1,0.2811,,,plate5_89-103_gill.skin.mg.hg,hook and line,17.5,103,1,2.7,SIO pier,USA:CA:San Diego,15.2,,3,CP,0,1,shallow,neritic,0,0,1,1,0,0,0,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,0,0,Missing: not collected,Missing: not collected,UBERON:respiratory system,0.754893424,UBERON:mucus,UBERON:gill,chub mackerel,Pacific chub mackerel,19.1,cm,Missing: not collected,Scomber japonicus,FMP_103,13676,52.6,grams,1,32.867124,-117.257229,52.6,1.720985744,18,2.9,64,rod and reel,8,103.g,,,15,493,Eastern Pacific,Actinopterygii,"mackerals, tunas, bonitos",Scombridae,Scomber,Scomber japonicus,Scombriformes,103,SIO,Missing: not collected,,1,,,,1,,,,,1,13414,,0.319371728,0.141361257,0.795811518,oviparous,marine,oceanodromous,fish gill,g,gill tissue,"gill, fin, skin, MG, HG",Scomber japonicus,441,summer,Unknown,,,,,,,,sink,sandy bottom,pelagic,2,2,Carangiform,crusier sprinter,13676,FMP101,1,19.1,2,2,TRUE,6650,3.822821645,231.2598826,2775.118591,9872.353578,3.994420701
13414.20.gill,1,shallow,CP,68,2.586696043,71.46153846,3.565554485,9.521595861,0.997838305,3702,3.568436414,4,874,1.862140655,73,3.666611568,1,19665,4641,Not applicable,20.gill,FALSE,1,2,subtropical,rock associated,1/25/19,2019,pacific jack mackerel,0.7241,LC,0,0,,0,400,0,5,20.gill,"crustaceans, fish larvae",fishbase.org,10.1,822,2.914871818,TRUE,3,d,d3,0,Host-associated,Animal,Animal corpus,20gill,gill,marine biome,animal-associated habitat,organic material,host-associated,116,Trachurus symmetricus,clearmag beads KF,9/14/20,PS16L1,0.236,,WG,FMP101_P4_gill_1.88,hook and line survey,20.1,20,1,2.5,LJ kelp,USA:CA:San Diego,12.5,,3,CP,0,1,shallow,neritic,0,0,1,1,0,0,0,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,0,0,Missing: not collected,Missing: not collected,UBERON:respiratory system,0.724104016,UBERON:mucus,UBERON:gill,Pacific jack mackerel,jack mackerel,22.3,cm,Missing: not collected,Trachurus symmetricus,FMP_20,271940,80.3,grams,1,32.858496,-117.276143,80.3,1.904715545,30,,81,rod and reel,1,20.gill,,,596,292,Eastern Pacific,Actinopterygii,jacks and pompanos,Carangidae,Trachurus,Trachurus symmetricus,Carangiformes,692,SIO,Missing: not collected,,1,,,,,,,,,8,13414,,0.452914798,0.112107623,0.560538117,oviparous,marine,oceanodromous,fish gill,g,gill tissue,"gill, fin, skin, MG, HG",Trachurus symmetricus,251,winter,F,,,,,,,,sink,kelp forrest,pelagic,2,2,Carangiform,crusier sprinter,271940,FMP101,1,22.3,2,2,TRUE,4771,3.678609417,72.32446706,867.8936047,3677.515274,3.565554485
13414.60.gill,1,shallow,CP,80,0.791829003,80.21428571,6.763810716,14.83676141,0.999873125,6393689,6.805751508,6394,709699,4.771893216,59142,4.498682647,1,284027,31527,Not applicable,60.gill,FALSE,3,4,subtropical,soft bottom,10/5/18,2018,south american pilchard,0.5795,LC,0,0,,0,200,0,3,60.gill,planktonic crustaceans,fishbase.org,5.8,245,2.389166084,TRUE,8,d,d8,0,Host-associated,Animal,Animal corpus,60gill,gill,marine biome,animal-associated habitat,organic material,host-associated,224,Sardinops sagax,clearmag beads KF,9/14/20,PS16L1,0.111,,WG,FMP101_P4_gill_1.88,hook and line,13.3,60,1,2.1,SIO pier,USA:CA:San Diego,16.7,,1,CP,0,1,shallow,neritic,0,0,0,0,0,0,0,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,0,0,Missing: not collected,Missing: not collected,UBERON:respiratory system,0.579493923,UBERON:mucus,UBERON:gill,South American pilchard,sardine,15.6,cm,Missing: not collected,Sardinops sagax,FMP_60,28381,22,grams,1,32.867124,-117.257229,22,1.342422681,25,0.486,39.5,rod and reel,10,60.gill,,,636,321,Eastern Pacific,Actinopterygii,"herrings, shads, sardines, menhadens",Clupeidae,Sardinops,Sardinops sagax,Clupeiformes,732,SIO,Missing: not collected,,1,,,,,,,,,8,13414,,0.371794872,0.134615385,1.070512821,oviparous,marine,oceanodromous,fish gill,g,gill tissue,"gill, fin, skin, MG, HG",Sardinops sagax_,280,fall,Unknown,,,,,,,,sink,sandy bottom,pelagic,2,2,Carangiform,crusier sprinter,298279,FMP101,1,15.6,2,2,TRUE,31527,4.498682647,53697.29993,644367.5991,5805113.506,6.763810716
13414.99.g,1,shallow,CP,137,5.995895964,148.0526316,3.984811519,13.75369121,0.989913545,894,2.951337519,1,203,1.227581265,17,3.48515335,1,161693,3056,Not applicable,99.g,FALSE,1,1,subtropical,soft bottom,8/20/20,2020,topsmelt silverside,0.6668,LC,0,0,,0,26,0,1,99.g,"zooplankton, algae, fly larvae",fishbase.org,7.3,30,1.477121255,TRUE,2,c,c2,0,Host-associated,Animal,Animal corpus,99g,gill,marine biome,animal-associated habitat,organic material,host-associated,116,Atherinops affinis,clearmag beads KF,9/14/20,PS16L1,0.0189,,,plate5_89-103_gill.skin.mg.hg,hook and line,11.5,99,1,0.6,,USA:CA:San Diego,17.4,,2,CP,0,0,shallow,neritic,0,0,1,1,0,0,0,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,0,0,Missing: not collected,Missing: not collected,UBERON:respiratory system,0.666833104,UBERON:mucus,UBERON:gill,topsmelt silverside,topsmelt,12.4,cm,Missing: not collected,Atherinops affinis,FMP_99,238741,12.714,grams,1,32.787057,-117.208794,12.714,1.104282207,9,,37,rod and reel,8,99.g,,,11,324,Eastern Pacific,Actinopterygii,neotropical silversides,Atherinopsidae,Atherinops,Atherinops affinis,Atheriniformes,99,SIO,Missing: not collected,,,,,,,1,,,1,1,13414,,0.588709677,0.048387097,1.403225806,oviparous,marine,oceanodromous,fish gill,g,gill tissue,"gill, fin, skin, MG, HG",Atherinops affinis,283,summer,Unknown,,,,,,,,sink,sandy mud bottom,pelagic,2,2,Subcarangiform,generalist,238741,FMP101,1,12.4,2,2,TRUE,3056,3.48515335,15.20869943,182.5043931,9656.317097,3.984811519
13414.A13.gill,1,shallow,CP,373,6.248094948,430.0555556,4.894909297,22.59232565,0.993637242,86744,4.938239445,87,28903,3.38176555,2409,4.101162582,1,37884,12623,Not applicable,A13.gill,FALSE,2,3,subtropical,pelagic,9/8/20,2020,blue runner,1.2365,LC,0,0,,0,100,0,38,A13.gill,"adult eat: fish, shrimp, inverts",fishbase.org,6.1,42460,4.62797999,TRUE,2,c,c2,0,Host-associated,Animal,Animal corpus,A13gill,gill,marine biome,animal-associated habitat,organic material,host-associated,116,Caranx crysos,columns,12/26/20,PS16L1,0.3332,,,ATLgDNA,hook and line,20.3,114,0,2.2,NOAA weather buoy 44025,USA:NY:Long Island,15,juveniles; floating kelp,1,CP,0,0,shallow,neritic,0,0,0,0,0,0,0,1,The ecology of marine fishes of california and adjacent waters 2006,0,0,0,0,Missing: not collected,Missing: not collected,UBERON:respiratory system,1.236473443,UBERON:mucus,UBERON:gill,Blue runner,blue runner,23.7,cm,Missing: not collected,Caranx crysos,FMP_114,173309,164.6,grams,1,40.250278,-73.164167,164.6,2.216429831,11,5.1,40,rod and reel,9,A13.gill,frozen at 7:30,frozen at 7:30,683,A13,Western Atlantic,Actinopterygii,jacks and pompanos,Carangidae,Caranx,Caranx crysos,Carangiformes,,SIO,Missing: not collected,,,,1,,,,,1,,2,13414,,0.257383966,0.092827004,0.632911392,oviparous,brackish,brackish,fish gill,g,gill tissue,"gill, fin",Caranx crysos,na,summer,Unknown,,,,,,,,sink,surface,pelagic,2,2,Carangiform,crusier sprinter,173309,FMP101,1,23.7,3,3,TRUE,12623,4.101162582,2179.882293,26158.58752,78507.16543,4.894909297
13414.12.gill,1,shallow,IS,459,6.353726814,495.9,4.826472525,31.49795948,0.993042003,67385,4.828563233,67,23787,3.297156929,1982,4.076967952,1,33822,11939,Not applicable,12.gill,TRUE,2,3,subtropical,soft bottom,6/5/19,2019,barred sand bass,1.214,LC,0,0,,0,183,1,2,12.gill,"benthic invertebrates, fish",fishbase.org,7.9,787,2.895974732,TRUE,2,d,d2,0,Host-associated,Animal,Animal corpus,12gill,gill,marine biome,animal-associated habitat,organic material,host-associated,116,Paralabrax nebulifer,clearmag beads KF,9/14/20,PS16L1,0.353,,PG,FMP101_P4_gill_1.88,HSW gillnet survey,28.8,12,0,4.1,PB coastal,USA:CA:San Diego,39,,2,IS,0,0,shallow,neritic,0,0,1,1,0,0,0,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,0,0,Missing: not collected,Missing: not collected,UBERON:respiratory system,1.214005165,UBERON:mucus,UBERON:gill,barred sand bass,barred sand bass,28.8,cm,Missing: not collected,Paralabrax nebulifer,FMP_12,30873,290,grams,1,32.80081,-117.269514,290,2.462397998,31,,67,gillnet,6,12.gill,,,588,300,Eastern Pacific,Actinopterygii,"Sea basses, groupers, and fairy basslets",Serranidae,Paralabrax,Paralabrax nebulifer,Perciformes,684,SIO,Missing: not collected,,,,1,,,,,1,,8,13414,,0.274305556,0.142361111,1.354166667,oviparous,marine,marine,fish gill,g,gill tissue,"gill, fin, skin, MG, HG",Paralabrax nebulifer,259,spring,F,,,,,,,,sink,sandy bottom,soft bottom,2,2,Subcarangiform,generalist,30873,FMP101,1,28.8,3,3,TRUE,12268,4.088773767,1972.722437,23672.66924,67061.38596,4.826472525
13414.13.gill,1,shallow,IS,93,3.301501006,99,4.728849144,12.08604335,0.99874385,53732,4.730233006,54,10908,2.958548803,909,3.980139778,1,47059,9553,Not applicable,13.gill,FALSE,2,2,subtropical,soft bottom,6/5/19,2019,queen croaker,0.9463,LC,0,0,,0,21,1,2,13.gill,"shrimp, worms, fish",fishbase.org,6.5,787,2.895974732,TRUE,2,e,e2,0,Host-associated,Animal,Animal corpus,13gill,gill,marine biome,animal-associated habitat,organic material,host-associated,116,Seriphus politus,clearmag beads KF,9/14/20,PS16L1,0.203,,WG,FMP101_P4_gill_1.88,HSW gillnet survey,19.8,13,1,3.5,PB coastal,USA:CA:San Diego,18.5,,2,IS,1,0,shallow,neritic,0,0,1,0,0,0,0,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,0,0,Missing: not collected,Missing: not collected,UBERON:respiratory system,0.946325394,UBERON:mucus,UBERON:gill,queen croaker,queenfish,20.2,cm,Missing: not collected,Seriphus politus,FMP_13,515231,78,grams,1,32.80081,-117.269514,78,1.892094603,,,30,gillnet,6,13.gill,,,589,283,Eastern Pacific,Actinopterygii,drums or croakers,Sciaenidae,Seriphus,Seriphus politus,Perciformes,685,SIO,Missing: not collected,1,1,,,,,,,1,,8,13414,,0.321782178,0.173267327,0.915841584,oviparous,brackish,brackish,fish gill,g,gill tissue,"gill, fin, skin, MG, HG",Seriphus politus,242,spring,F,,,,,,,,sink,sandy bottom,soft bottom,2,2,Subcarangiform,generalist,515231,FMP101,1,20.2,3,3,FALSE,9823,3.992244144,906.0745586,10872.8947,53561.05765,4.728849144
13414.25.gill,1,shallow,IS,290,2.587165692,302.5316456,7.882452937,24.2747199,0.99873748,76069737,7.881211915,76070,1217116,5.006150649,101426,4.56567076,1,2299063,36785,Not applicable,25.gill,FALSE,3,4,subtropical,soft bottom,7/8/20,2020,bay pipefish,0.0269,NE,0,0,,0,5,0,1,25.gill,crustaceans,fishbase.org,Missing: not collected,245,2.389166084,TRUE,4,a,a4,0,Host-associated,Animal,Animal corpus,25gill,gill,marine biome,animal-associated habitat,organic material,host-associated,95,Syngnathus leptorhynchus,clearmag beads KF,9/14/20,PS16L1,0.016,all tissue used,WG,FMP101_P4_gill_1.88,SIO pier water pipe filter,16.9,25,1,Missing: not collected,SIO pier,USA:CA:San Diego,4.5,,1,IS,1,0,shallow,intertidal,0,0,0,0,0,0,0,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,0,0,Missing: not collected,Missing: not collected,UBERON:respiratory system,0.026932907,UBERON:mucus,UBERON:gill,bay pipefish,Bay pipefish unknown,16.9,cm,Missing: not collected,Syngnathus leptorhynchus,FMP_25,161587,1.3,grams,1,32.867124,-117.257229,1.3,0.113943352,,,32.5,net,7,25.gill,,,601,212,Eastern Pacific,Actinopterygii,pipefishes and seahorses,Syngnathidae,Syngnathus,Syngnathus leptorhynchus,Syngnathiformes,697,SIO,Missing: not collected,,1,,,,,,,,,8,13414,,nan,nan,0.266272189,ovoviviparous,brackish,brackish,fish gill,g,gill tissue,"gill, fin, skin, MG, HG",Syngnathus leptorhynchus,172,summer,Unknown,,,,,,,,sink,sandy bottom,soft bottom,1,3,Amiiform,manoeuvrer,161587,FMP101,1,16.9,2,2,FALSE,37839,4.57793965,101716.5622,1220598.746,76287421.64,7.882452937
13414.A1.gill,1,shallow,IS,86,0.632972937,89.14285714,5.936378799,12.18271762,0.999594471,951516,5.978416095,952,568626,4.675645268,47385,4.471159642,1,49516,29591,Not applicable,A1.gill,FALSE,2,3,temperate,soft bottom,9/4/20,2020,summer  flounder,1.4457,LC,0,0,,0,183,10,30,A1.gill,"fish, shrimp",https://scholarworks.wm.edu/vimsarticles/558/,3.81,12970,4.112939976,TRUE,1,a,a1,0,Host-associated,Animal,Animal corpus,A1gill,gill,marine biome,animal-associated habitat,organic material,host-associated,116,Paralichthys dentatus,columns,12/26/20,PS16L1,0.5976,,,ATLgDNA,hook and line,50.8,104,0,7.62,10 mi SE Fire Island inlet,USA:NY:Long Island,29.21,"bays, sandy substrate, eelgrass",4,IS,1,0,shallow,neritic,0,0,1,0,0,1,1,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,0,0,Missing: not collected,Missing: not collected,UBERON:respiratory system,1.44570696,UBERON:mucus,UBERON:gill,summer  flounder,summer flounder,52.07,cm,Missing: not collected,Paralichthys dentatus,FMP_104,66718,2041,grams,1,40.545278,-73.046028,2041,3.309843005,9,12,94,rod and reel,9,A1.gill,"whole gill immediately removed, placed on ice, frozen at 9pm","whole gill immediately removed, placed on ice, frozen at 9pm",673,A1,Western Atlantic,Actinopterygii,large tooth flounders,Paralichthyidae,Paralichthys,Paralichthys dentatus,Pleuronectiformes,,SIO,Missing: not collected,,,,1,,,,,1,,2,13414,,0.073170732,0.146341463,0.56097561,oviparous,brackish,brackish,fish gill,g,gill tissue,gill,Paralichthys dentatus,na,summer,F,,,,,,,,sink,sandy bottom,soft bottom,1,3,Pleuronectiform,flow refuging,66718,FMP101,1,52.07,3,3,FALSE,29591,4.471159642,43013.83267,516165.9921,863731.5797,5.936378799
13414.A2.gill,1,shallow,IS,50,3.959477722,51,2.625106878,8.078993287,0.99801666,468,2.670245853,0,103,0.935300241,9,3.401572846,1,11412,2521,Not applicable,A2.gill,FALSE,1,1,temperate,soft bottom,9/4/20,2020,northern  searobin,0.8514,LC,0,0,,0,170,15,24,A2.gill,"shrimp, crabs, crustacean, squid bivalves, small fish",fishbase.org,5.3,11705,4.068371418,TRUE,1,b,b1,0,Host-associated,Animal,Animal corpus,A2gill,gill,marine biome,animal-associated habitat,organic material,host-associated,116,Prionotus carolinus,columns,12/26/20,PS16L1,0.2209,,,ATLgDNA,hook and line,22.9,105,0,1.9,10 mi SE Fire Island inlet,USA:NY:Long Island,40.1,sandy bottom,3,IS,0,0,shallow,neritic,0,0,1,0,0,1,1,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,0,0,Missing: not collected,Missing: not collected,UBERON:respiratory system,0.851404216,UBERON:mucus,UBERON:gill,northern  searobin,northern searobin,24.7,cm,Missing: not collected,Prionotus carolinus,FMP_105,1266880,128.3,grams,1,40.559667,-73.037444,128.3,2.108226656,,,38,rod and reel,9,A2.gill,frozen at 9pm,frozen at 9pm,674,A2,Western Atlantic,Actinopterygii,Searobins,Triglidae,Prionotus,Prionotus carolinus,Perciformes,,SIO,Missing: not collected,,1,,1,,1,,,1,,2,13414,,0.214574899,0.076923077,1.623481781,oviparous,brackish,brackish,fish gill,g,gill tissue,"gill, fin",Prionotus carolinus,na,summer,F,,,,,,,,sink,sandy bottom,soft bottom,3,1,Cottiform,accelerator,1266880,FMP101,1,24.7,3,3,TRUE,2522,3.401745082,7.764640415,93.17568497,421.8002941,2.625106878
13414.17.gill,1,shallow,KBRF,82,1.666002173,82.46875,7.830388202,10.25091961,0.999933327,67802927,7.831248442,67803,27799200,6.364851051,2316600,4.954203904,1,219493,89992,Not applicable,17.gill,TRUE,3,4,subtropical,kelp forrest,8/21/19,2019,treefish,2.1615,NE,0,0,,0,90,5,30,17.gill,"fish, crabs, shrimp",https://www.researchgate.net/profile/Madhavi-Colton/publication/287180969_Feeding_preferences_and_size-related_dietary_shifts_of_treefish_Scorpaenidae_Sebastes_serriceps_off_Southern_California/links/5a0f77030f7e9bd1b2bdc785/Feeding-preferences-and-size-related-dietary-shifts-of-treefish-Scorpaenidae-Sebastes-serriceps-off-Southern-California.pdf,7.8,2486,3.395501124,TRUE,3,a,a3,0,Host-associated,Animal,Animal corpus,17gill,gill,marine biome,animal-associated habitat,organic material,host-associated,116,Sebastes serriceps,clearmag beads KF,9/14/20,PS16L1,0.41,,PG,FMP101_P4_gill_1.88,hook and line survey,29.8,17,1,5,JK,USA:CA:San Diego,39,"reef, bottom, kelp",1,KBRF,0,0,shallow,neritic,0,0,0,1,0,0,0,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,0,0,Missing: not collected,Missing: not collected,UBERON:respiratory system,2.161460168,UBERON:mucus,UBERON:gill,treefish,treefish,29.8,cm,Missing: not collected,Sebastes serriceps,FMP_17,201707,572,grams,1,32.83399,-117.30876,572,2.757396029,25,,41,rod and reel,8,17.gill,,,593,239,Eastern Pacific,Actinopterygii,rockfish,Sebastidae,Sebastes,Sebastes serriceps,Perciformes,689,SIO,Missing: not collected,,1,,1,,,,,1,,8,13414,,0.261744966,0.167785235,1.308724832,viviparous,marine,marine,fish gill,g,gill tissue,"gill, fin, skin, MG, HG",Sebastes serriceps,199,summer,Unknown,,,,,,,,sink,kelp forrest,rock associated,1,3,Labriform,generalist,201707,FMP101,1,29.8,3,3,TRUE,92360,4.965483924,2312015.878,27744190.53,67668757.39,7.830388202
13414.18.gill,1,shallow,KBRF,28,2.725738566,30,1.667111475,5.161276231,0.996456414,47,1.672097858,0,14,0.053895967,1,3.149527014,1,4849,1411,Not applicable,18.gill,TRUE,1,1,subtropical,kelp forrest,8/21/19,2019,california sheephead,1.5613,VU,0,0,,0,55,0,30,18.gill,"sea urchin, mollusks, lobsters, crabs",fishbase.org,12.5,2486,3.395501124,TRUE,3,b,b3,0,Host-associated,Animal,Animal corpus,18gill,gill,marine biome,animal-associated habitat,organic material,host-associated,116,Semicossyphus pulcher,clearmag beads KF,9/14/20,PS16L1,0.291,,PG,FMP101_P4_gill_1.88,hook and line survey,41.5,18,0,Missing: not collected,,USA:CA:San Diego,Missing: not collected,,1,KBRF,0,0,shallow,neritic,0,0,0,1,0,0,0,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,0,0,Missing: not collected,Missing: not collected,UBERON:respiratory system,1.561326071,UBERON:mucus,UBERON:gill,California sheephead,CA sheephead,44,cm,Missing: not collected,Semicossyphus pulcher,FMP_18,241346,1330,grams,1,32.83399,-117.30876,1330,3.123851641,53,16,91,rod and reel,8,18.gill,,,594,362,Eastern Pacific,Actinopterygii,wrasses,Labridae,Semicossyphus,Semicossyphus pulcher,Labriformes,690,SIO,Missing: not collected,,1,1,,,1,,,,,8,13414,,0.284090909,nan,nan,oviparous,marine,marine,fish gill,g,gill tissue,"gill, fin, skin, MG, HG",Semicossyphus pulcher,321,summer,Unknown,,,,,,,,sink,kelp forrest,rock associated,1,3,Labriform,generalist,241346,FMP101,1,44,2,2,TRUE,1453,3.162265614,1.126738718,13.52086462,46.46345229,1.667111475
13414.19.gill,1,shallow,KBRF,100,2.633737914,102.5,6.714925475,13.79451345,0.999633785,5160064,6.712655088,5160,624368,4.716259175,52031,4.48277357,1,251182,30393,Not applicable,19.gill,TRUE,3,4,subtropical,rock associated,1/25/19,2019,jack silverside,0.5747,LC,0,0,,0,30,0,5,19.gill,"zooplantkton, algae",https://link.springer.com/article/10.2307/1352657,12.6,822,2.914871818,TRUE,3,c,c3,0,Host-associated,Animal,Animal corpus,19gill,gill,marine biome,animal-associated habitat,organic material,host-associated,116,Atherinopsis californiensis,clearmag beads KF,9/14/20,PS16L1,0.121,,WG,FMP101_P4_gill_1.88,hook and line survey,23.4,19,1,1.7,LJ kelp,USA:CA:San Diego,30,"bay, reef, pelagic",3,KBRF,1,0,shallow,neritic,0,0,1,1,0,0,0,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,0,0,Missing: not collected,Missing: not collected,UBERON:respiratory system,0.574741238,UBERON:mucus,UBERON:gill,jack silverside,jack smelt,25.5,cm,Missing: not collected,Atherinopsis californiensis,FMP_19,1311532,95.3,grams,1,32.858496,-117.276143,95.3,1.979092901,11,,45,rod and reel,1,19.gill,,,595,224,Eastern Pacific,Actinopterygii,neotropical silversides,Atherinopsidae,Atherinopsis,Atherinopsis californiensis,Atheriniformes,691,SIO,Missing: not collected,,,,1,,,,,,1,8,13414,,0.494117647,0.066666667,1.176470588,oviparous,brackish,brackish,fish gill,g,gill tissue,"gill, fin, skin, MG, HG",Atherinopsis californiensis,184,winter,Unknown,,,,,,,,sink,kelp forrest,pelagic,2,2,Subcarangiform,generalist,1311532,FMP101,1,25.5,2,2,FALSE,31291,4.495419443,52303.36118,627640.3341,5187110.199,6.714925475
13414.2.gill,1,shallow,KBRF,119,4.615063121,120.9642857,2.399179531,19.37653631,0.995213229,279,2.445604203,0,82,0.833785671,7,3.372543801,1,8029,2358,Not applicable,2.gill,TRUE,1,1,subtropical,rock associated,7/24/19,2019,ocean whitefish,1.1706,LC,0,0,,0,91,10,10,2.gill,digs into substrate for food (inverts?),fishbase.org,7.5,342,2.534026106,TRUE,1,b,b1,0,Host-associated,Animal,Animal corpus,2gill,gill,marine biome,animal-associated habitat,organic material,host-associated,116,Caulolatilus princeps,columns,12/26/20,PS16L1,0.2937,,PG,FMP101_P4_gill_1.88,hook and line,29.9,2,1,2.3,LJ kelp,USA:CA:San Diego,48,,1,KBRF,0,0,shallow,neritic,0,0,0,1,0,0,0,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,0,0,Missing: not collected,Missing: not collected,UBERON:respiratory system,1.170608161,UBERON:mucus,UBERON:gill,ocean whitefish,ocean whitefish,31.9,cm,Missing: not collected,Caulolatilus princeps,FMP_2,319437,380,grams,1,32.854483,-117.273919,380,2.579783597,,5.8,102,rod and reel,7,2.gill,,,578,442,Eastern Pacific,Actinopterygii,tilefishes,Malacanthidae,Caulolatilus,Caulolatilus princeps,Perciformes,674,SIO,Missing: not collected,,,,1,,,,,,1,8,13414,,0.235109718,0.072100313,1.504702194,oviparous,marine,marine,fish gill,g,gill tissue,"gill, fin, skin, MG, HG",Caulolatilus princeps,394,summer,Unknown,,,,,,,,sink,rocky reef,rock associated,2,2,Subcarangiform,generalist,319437,FMP101,1,31.9,2,2,TRUE,2358,3.372543801,6.136238504,73.63486205,250.7145456,2.399179531
